Unnamed: 0,inhalt,text_token,text_si,text_sil
0,the election is over. the results are (mostly) in. time to decide what it all means.​ that’s a particularly popular activity in a year when democrats pulled off something of an upset — their successes going against historical expectations and the popular narrative that suggested republicans were set to sweep the house and senate in the midterms. ,"['the', 'election', 'is', 'over', 'the', 'results', 'are', 'mostly', 'in', 'time', 'to', 'decide', 'what', 'it', 'all', 'means', 'that', 's', 'a', 'particularly', 'popular', 'activity', 'in', 'a', 'year', 'when', 'democrats', 'pulled', 'off', 'something', 'of', 'an', 'upset', 'their', 'successes', 'going', 'against', 'historical', 'expectations', 'and', 'the', 'popular', 'narrative', 'that', 'suggested', 'republicans', 'were', 'set', 'to', 'sweep', 'the', 'house', 'and', 'senate', 'in', 'the', 'midterms']",the election over the results are mostly time decide what all means that particularly popular activity year when democrats pulled off something upset their successes going against historical expectations and the popular narrative that suggested republicans were set sweep the house and senate the midterms,the election over the results are mostly time decide what all means that particularly popular activity year when democrats pulled off something upset their successes going against historical expectations and the popular narrative that suggested republicans were set sweep the house and senate the midterms
